name,TempK,Sigma,SMILES
4-methyl-4-octanol,298,25.61,CCCCC(C)(CCC)O
1-bromo-4-chloro-benzene,403,27,C1=CC(=CC=C1Cl)Br
allyl alcohol,313,23.92,C=CCO
Isobutyl Cyanoacetate,323,28.35,CC(C)COC(=O)CC#N
m-dichlorobenzene,433,19.95,C1=CC(=CC(=C1)Cl)Cl
4-nonanone,318,24.36,CCCCCC(=O)CCC
isopropyl disulfide,333,24.58,CC(C)SSC(C)C
1-pentene,293,16,CCCC=C
diethyl maleate,323,29.47,CCOC(=O)C=CC(=O)OCC
butyl ethyl ether,323,17.5,CCCCOCC
5-methyl-5-octanol,298,26.2,CCCCC(C)(CCC)O
hexyl phenyl ether,333,27.73,CCCCCCOC1=CC=CC=C1
ethyl pentyl ether,363,15.26,CCCCCOCC
triisobutyl orthophosphate,303,25.61,CC(C)COP(=O)(OCC(C)C)OCC(C)C
1-pentyl phenyl sulfide,313,32.25,CCCCCSC1=CC=CC=C1
decylcyclopentane,313,27.37,CCCCCCCCCCC1CCCC1
methyl chloroacetate,303,33.99,COC(=O)CCl
"glycerol 1,2-diacetate 3-oleate",333,19.75,CC(=O)OCC(COC(C)=O)COC(=O)CCCCCCCCCCCCC(C)C
3-methylheptane,343,16.46,CCCCC(C)CC
o-chloroaniline,283,41.59,C1=CC=C(C(=C1)N)Cl
butyl nitrate,328,24.16,CCCCO[N+](=O)[O-]
"1,4-dichlorobutane",293,35.42,C(CCCl)CCl
ethyl hexyl ether,353,17.56,CCCCCCOCC
3-(hexylamino)-propionitrile,363,24.66,CCCCCCNCCC#N
Methyl Palmitate,293,29.95,CCCCCCCCCCCCCCCC(=O)OC
phenyl isothiocyanate,283,41.64,C1=CC=C(C=C1)N=C=S
1-dodecene,353,20.25,CCCCCCCCCCC=C
methyl dimethylmalonate,293,31.04,CC(C)(C(=O)[O-])C(=O)OC
ethyl 9-decynoate,353,25.8,CCOC(=O)CCCCCCCC#C
azine of anisaldehyde,449,29.34,COc1ccc(C=NN=Cc2ccc(OC)cc2)cc1
3-ethyl-2methylhexane,298,22.34,CCCC(CC)C(C)C
1-phenyl-3-pentanone,333,32.47,CCC(=O)CCC1=CC=CC=C1
3-(hexylamino)-propionitrile,343,26.14,CCCCCCNCCC#N
glycerol triacetate,423,25.73,CC(=O)OCC(COC(=O)C)OC(=O)C
iodobenzene,383,29.17,C1=CC=C(C=C1)I
dipropyl methylmalonate,283,30.09,CCCOC(=O)C(C)C(=O)OCCC
"1,2,3-trimethylbenzene",353,22.59,CC1=C(C(=CC=C1)C)C
4-ethyl-3-methylhexane,283,24.21,CCC(C)C(CC)CC
dimethyl adipate,353,29.16,COC(=O)CCCCC(=O)OC
cyclopentyl ethyl ether,363,18.67,CCOC1CCCC1
1-chloro-2-methylpropane,313,20,CC(C)CCl
1-decanol,323,26.68,CCCCCCCCCCO
"methyl 1,1-cyclohexanediacetate",308,34.34,C1CCC(CC1)(CC(=O)OC)CC(=O)O
triisopropyl orthophosphate,353,23.26,CC(C)OP(=O)(OC(C)C)OC(C)C
glycerol trinitrate,308,46.93,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
methyl p-toluenesulfonate,373,35.76,CC1=CC=C(C=C1)S(=O)(=O)OC
trimethyl phosphite,293,27.18,COP(OC)OC
p-anisaldehyde,433,27.94,COC1=CC=C(C=C1)C=O
p-dinitrobenzene,473,32.4,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]
ethyl chloroacetate,283,33,CCOC(=O)CCl
"p-menttha-6,8-dien-2-one",293,34.7,CC1=CCC(CC1=O)C(=C)C
dibutyl oxalate,343,25.07,CCCCOC(=O)C(=O)OCCCC
benzophenone,293,44.05,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
(2-bromoethyl)-benzene,283,40.02,C1=CC=C(C=C1)CCBr
methylenecyclohexane,283,26.76,C=C1CCCCC1
1-Nonyne,293,25.01,CCCCCCCC#C
dipentyl maleate,353,25.64,CCCCCOC(=O)C=CC(=O)OCCCCC
tert-butyl nicotinate,293,33.94,CC(C)(C)OC(=O)C1=CN=CC=C1
5-chloro-5-methylnonane,328,23.5,CCCCC(C)(CCCC)Cl
dipropyl maleate,363,24.96,CCCOC(=O)C=CC(=O)OCCC
1-pentadecene,353,22.11,CCCCCCCCCCCCCC=C
isobutyl sulfide,353,19.52,CC(C)CSCC(C)C
butyl valerate,303,25.22,CCCCC(=O)OCCCC
pentylbenzene,323,26.65,CCCCCC1=CC=CC=C1
3-propoxypropionitrile,313,28.3,CCCOCCC#N
Butyl Cyanoacetate,298,31.61,CCCCOC(=O)CC#N
butyl orthophosphate,313,26.05,O=P(OCCCC)(OCCCC)OCCCCÊ
levo-2-pentyl-2-bromobutyrate,283,29.25,CCCC(C)OC(=O)CCCBr
methyl thiocyanate,313,35.44,CSC#N
triethyl phosphite,358,18.27,CCOP(OCC)OCC
1-iodoheptane,363,24.2,CCCCCCCI
"3,3-dimethylheptane",283,22.99,CCCCC(C)(C)CC
isobutyl sulfite,393,18.33,C(C)CCOS(=O)OCC(C)CÊ
"2,3,4-trimethylpentane",343,16.53,CC(C)C(C)C(C)C
chlorobenzene,393,21.68,C1=CC=C(C=C1)Cl
trans-decahydronaphthalene,403,19.39,C1CCC2CCCCC2C1
o-nitroanisole,433,29.66,COC1=CC=CC=C1[N+](=O)[O-]
diethyl glutarate,373,24.24,CCOC(=O)CCCC(=O)OCC
5-chloro-5-methyldecane,273,29.29,CCCCCC(C)(CCCC)Cl
1-pentyl formate,353,19.91,CCCCCOC=O
methyl acetoacetate,343,28.37,CC(=O)CC(=O)OC
1-hexylnaphthalene,333,31.31,CCCCCCC1=CC=CC2=CC=CC=C21
"2,4,6-trinitrotoluene",473,35.23,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
butyl ethyl sulfide,288,26.97,CCCCSCC
bis(2-heptoxyethyl)phosphonate,293,30.95,CCCCCCCOCCOP(=O)OCCOCCCCCCC
isohexylamine,343,19.63,CC(C)CCCN
dipropyl maleate,313,29.96,CCCOC(=O)C=CC(=O)OCCC
methyl isovalerate,353,18,CC(C)CC(=O)OC
"3,5-dimethylheptane",313,19.97,CCC(C)CC(C)CC
1-phenyl-2-butanone,358,31,CCC(=O)CC1=CC=CC=C1
diisopentyl sebacate,293,31.11,CC(C)CCOC(=O)CCCCCCCCC(=O)OCCC(C)C
isovaleraldehyde oxime,343,22.22,CC(C)CC=NO
propylnitrile,323,23.86,CCC#N
dipropyl methylphosphonate,313,26.75,CCCOP(=O)(C)OCCC
propyl 3-butoxypropionate,333,23.66,CCCCOCCC(=O)OCCC
tribenzylamine,413,29.06,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3
benzoyl bromide,323,38.86,C1=CC=C(C=C1)C(=O)Br
methylamine,313,16.92,CN
methyl 9-decynoate,293,33.1,C#CCCCCCCCC(=O)OC
m-nitrophenol,393,41.55,C1=CC(=CC(=C1)O)[N+](=O)[O-]
isobutylbenzene,323,24.58,CC(C)CC1=CC=CC=C1
nicotine,333,34.4,CN1CCCC1C2=CN=CC=C2
dipropyl sulfide,298,25.6,CCCSCCC
1-tridecene,283,27.13,CCCCCCCCCCCC=C
cyclohexyl formate,353,25.54,C1CCC(CC1)OC=O
3-methyl-1-butanethiol,363,18.6,CC(C)CCS
dibutyl carbonate,323,24.37,CCCCOC(=O)OCCCC
"2-Butyne-1,4-diol, dibutyrate",358,27.51,CCCC(=O)OCC#CCOC(=O)CCC
sec-butylamine,293,21.64,CC(C)CN
dibutyl ethylmalonate,373,21.49,CCCCOC(=O)C(CC)C(=O)OCCCC
propyl valerate,363,18.88,CCCCC(=O)OCCC
p-chloranisole,298,46.3,COC1=CC=C(C=C1)Cl
"3,3-dimethylhexane",363,14.31,CCCC(C)(C)CC
ethyl hexyl ether,313,20.57,CCCCCCOCC
2-methyl-1-pentanol,338,21.66,CCCC(C)CO
2-pentylthiophene,358,23.88,CCCCCC1=CC=CS1
"2,3-dimethylpentane",303,18.98,CCC(C)C(C)C
"2,4-dimethyl-pyridine",293,33.16,CC1=CC(=NC=C1)C
2-thiophenebutanol,333,32,C1=CSC(=C1)CCCCO
o-tolunitrile,313,35.53,CC1=CC=CC=C1C#N
o-ethyltoluene,323,27.03,CCC1=CC=CC=C1C
"ethyl 2,2-dimethylacetoacetate",333,25.34,CCOC(=O)C(C)(C)C(=O)C
"o-hydroxy-1,1-diphenylbutane",323,35.52,CCCC(C1=CC=CC=C1)C2=CC=CC=C2O
3-methyl-1-butanol,293,24.12,CC(C)CCO
tert-pentylamine,303,19.48,CCC(C)(C)N
(2-methylpropenyl)benzene,293,31.86,CC(=CC1=CC=CC=C1)C
p-toluidine,353,31.92,CC1=CC=C(C=C1)N
phenol,393,30.72,C1=CC=C(C=C1)O
"2-Butyne-1,4-diol, dihexanoate",293,31.5,CCCCCC(=O)OCC#CCOC(=O)CCCCC
ethyl acetoacetate,333,28.33,CCOC(=O)CC(=O)C
2-hydroxyacetophenone,403,29.12,C1=CC=C(C=C1)C(=O)CO
isopropyl acetate,343,16.94,CC(C)OC(=O)C
2-methylcyclohexanone,283,33.03,CC1CCCCC1=O
2-methylcyclohexanol,283,31.68,CC1CCCCC1O
bis(2-ethoxyethyl) ether,353,20.33,CCOCCOCCOCC
propiophenone,313,35.23,CCC(=O)C1=CC=CC=C1
"2,3,4-trimethylhexane",323,20.01,CCC(C)C(C)C(C)C
"2,3-dimethylbutane",298,16.88,CC(C)C(C)C
propyl decanoate,323,25.66,CCCCCCCCCC(=O)OCCC
o-nitrophenol,373,35.61,C1=CC=C(C(=C1)[N+](=O)[O-])O
4-phenyl-3-buten-2-one,353,37.79,CC(=O)C=CC1=CC=CC=C1
pentyl picolinate,293,34.62,CCCCCOC(=O)C1=CC=CC=N1
3-methylbutyl acetate,363,17.85,CC(C)CCOC(=O)C
dipentyl succinate,313,28.67,CCCCCOC(=O)CCC(=O)OCCCCC
tert-buyl ethyl sulfide,363,16.85,CC(C)(C)SC
"2-butoxy-4-methyl-1,2,3-dioxaphospholane",293,28.32,CCCCOP1C(C)COO1
1-phenylhexane,293,30.01,CCCCCCC1=CC=CC=C1
methyl 3-methylglutarate,358,26.84,CC(CC(=O)[O-])CC(=O)OC
dibutyl pentylmalonate,323,25.94,CCCCCC(C(=O)OCCCC)C(=O)OCCCC
octadecane,373,21.89,CCCCCCCCCCCCCCCCCC
5-propyl-5-decanol,328,23.79,CCCCCC(CCC)(CCCC)O
2-pentylnaphthalene,358,29.21,CCCCCC1=CC2=CC=CC=C2C=C1
nicotine,323,35.51,CN1CCCC1C2=CN=CC=C2
1-tetradecene,333,23.29,CCCCCCCCCCCCC=C
2-hydroxyacetophenone,393,30.29,C1=CC=C(C=C1)C(=O)CO
ethyl phenylacetate,343,29.87,CCOC(=O)CC1=CC=CC=C1
4-methylcyclohexanone,313,29.09,CC1CCC(=O)CC1
veratrole,298,32.8,COC1=CC=CC=C1OC
triethyl orthophosphate,363,23.46,CCOP(=O)(OCC)OCC
1-iodo-octane,313,28.83,CCCCCCCCI
Methyl formate,283,26.72,COC=O
dimethyl maleate,303,37.07,COC(=O)C=CC(=O)OC
p-chloroaniline,373,37.71,C1=CC(=CC=C1N)Cl
1-iodo-2-methylpropane,293,28.12,CC(C)CI
Methyl Myristate,333,26.2,CCCCCCCCCCCCCC(=O)OC
propyl 3-butenoate,313,24.22,CCCOC(=O)CC=C
allyl phenyl ether,353,27.34,C=CCOC1=CC=CC=C1
1-bromodecane,303,28.69,CCCCCCCCCCBr
m-methoxyphenol,423,32,COC1=CC=CC(=C1)O
ethyl isovalerate,303,22.77,CCOC(=O)CC(C)C
butyl undecenoate,313,27.86,CCCCCCCCC=CC(=O)OCCCC
3-pentanone O-ethyloxime,353,17.73,CCC(=NOCC)CC
"2,2,3-trimethylpentane",303,19.77,CCC(C)C(C)(C)C
tribenzylamine,393,30.97,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3
guaiacol,393,29.9,COC1=CC=CC=C1O
p-diethylbenzene,333,24.88,CCC1=CC=C(C=C1)CC
pentyl cyclobutane,333,25.5,CCCCCC1CCC1
2-butanone ketazine,298,26.09,CCC(=NN=C(C)CC)C
diethyl O-octanoyl-l-malate,283,30.53,CCCCCCCC(=O)OC(C(=O)OCC)C(=O)OCC
dipropyl sebacate,313,30.52,CCCOC(=O)CCCCCCCCC(=O)OCCC
hexyl decanoate,328,25.5,CCCCCCCCCC(=O)OCCCCCC
ethyl dodecanoate,343,24.01,CCCCCCCCCCCC(=O)OCC
isobutyl valerate,323,20.9,CCCCC(=O)OCC(C)C
butyl hydrocinnamate,363,26.95,CCCCOC(=O)CCC1=CC=CC=C1
butyl valerate,353,20.21,CCCCC(=O)OCCCC
methyl cis-cinnamate,313,37.66,COC(=O)C=CC1=CC=CC=C1
"dibutyl 1,1-cyclobutanedicarboxylate",293,30.28,CCCCOC(=O)C1(CCC1)C(=O)OCCCC
diisopropylamine,303,18.6,CC(C)NC(C)C
isobutyric acid,293,25.04,CC(C)C(=O)O
3-amino-1-propanol,308,47.2,C(CN)CO
Diethyl dimethylphosphoramidate,293,30.3,CCOP(=O)(N(C)C)OCC
propyl decanoate,313,26.54,CCCCCCCCCC(=O)OCCC
1-chloropropane,293,21.92,CCCCl
propyl hydrocinnamate,288,34.87,CCCOC(=O)CCC1=CC=CC=C1
"ethyl trans-decahydro-2,2-naphthalenediacetate",358,28.27,CC(C1CCC2CCCCC2C1)C(=O)OCC
5-chloro-5-butyldecane,328,24.59,CCCCCC(CCCC)(CCCC)Cl
"3,5-dimethylisoxazole",313,30.48,CC1=CC(=NO1)C
isopentyl fumarate,323,26.87,CC(C)CCOC(=O)/C=C/C(=O)O
p-fluorotoluene,293,28.22,CC1=CC=C(C=C1)F
dipropoxymethane,293,23.26,CCCOCOCCC
1-nonadecene,313,27.13,CCCCCCCCCCCCCCCCCC=C
alpha-chlorotoluene,423,21.51,C1=CC=C(C=C1)CCl
"2,7-dimethyloctane",373,15.34,CC(C)CCCCC(C)C
"Bis(1H,1H,5H-octafluoropentyl) phthalate",293,28,C1=CC=C(C(=C1)C(=O)OC(C(C(CC(F)(F)F)F)(F)F)(F)F)C(=O)OC(C(C(CC(F)(F)F)F)(F)F)(F)F
dihexyloxymethane,303,26.16,CCCCCCOCOCCCCCC
1-octanol,293,27.5,CCCCCCCCO
o-chlorophenol,313,38,C1=CC=C(C(=C1)O)Cl
methyl trichloroacetate,293,33.13,COC(=O)C(Cl)(Cl)Cl
diisopentyl ether,353,17.79,CC(C)CCOCCC(C)C
2-chloro-octane,303,25.4,CCCCCCC(C)Cl
ethyl cyclobutanecarboxylate,343,24.06,CCOC(=O)C1CCC1
perfluorodibutyl ether,293,13.4,C(C(C(F)(F)F)(F)F)(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
tris(2-ethoxyethyl)phosphite,313,28.71,CCOCCOP(OCCOCC)OCCOCC
"cis-1,3-dimethylcyclohexane",313,21.19,CC1CCCC(C1)C
1-iodo-octane,283,31.6,CCCCCCCCI
"N,N-dimethyl-m-nitroaniline",393,33.1,CN(C)C1=CC(=CC=C1)[N+](=O)[O-]
1-octanol,343,23.52,CCCCCCCCO
bromoform,358,37.02,C(Br)(Br)Br
2-butyl-pyridine,358,24.56,CCCCC1=CC=CC=N1
"4-(2,2,6-trimethylcyclohexyl)-2-butanol",283,32.11,CC1CCCC(C1CCC(C)O)(C)C
isopropanol,293,21.32,CC(C)O
hexyl orthophosphate,358,23.2,O=P(OCCCCCC)(OCCCCCC)OCCCCCC
2-hexylnaphthalene,293,33.95,CCCCCCC1=CC2=CC=CC=C2C=C1
p-methoxybenzene,453,22.1,COC1=CC=C(C=C1)
pentyl nicotinate,358,28.83,CCCCCOC(=O)C1=CN=CC=C1
3-pentanone oxime,323,26.1,CCC(=NO)CC
isopropyl sulfide,303,22.21,CC(C)SC(C)C
m-nitrotoluene,413,27.89,CC1=CC(=CC=C1)[N+](=O)[O-]
Butyl Formate,303,24,CCCCOC=O
ethyl 2-acetovalerate,293,29.86,CCCC(C)(CC)C(=O)O
diethyl O-decanoyl-l-malate,303,29.09,CCCCCCCCCC(=O)OCC(=O)OCC
methyl isonicotinate,313,38.49,COC(=O)C1=CC=NC=C1
3-hexyloxypropionitrile,293,30.33,CCCCCCOCCC#N
hexyl 3-hexyloxypropionate,293,28.2,CCCCCCOCCC(=O)OCCCCCC
ethyl thiophene-2-carboxylate,293,36.97,CCOC(=O)C1=CC=CS1
propyl isovalerate,363,17.86,CCCOC(=O)CC(C)C
butyl 3-propoxypropionate,358,21.44,CCCCOC(=O)CCOCCC
ethyl ethylxanthate,318,31.61,CCOC(=S)SCC
dimethyl ethyl phosphonate,358,28.42,CP(OC)OC
tripropylamine,353,17.56,CCCN(CCC)CCC
2-methyl-1-nitropropane,313,26.52,CC(C)C[N+](=O)[O-]
tripentyl phosphite,293,26.92,CCCCCOP(OCCCCC)OCCCCC
n-propylaniline,343,30.05,CCCNC1=CC=CC=C1
heptanenitrile,293,27.75,CCCCCCC#N
Ethyl Cyanoacetate,323,33.34,CCOC(=O)CC#N
ethyl phenylacetate,288,35.9,CCOC(=O)CC1=CC=CC=C1
allyl isothiocyanate,353,28.17,C=CCN=C=S
trans-2-pentene,298,16.41,CCC=CC
piperidine,323,26.02,C1CCNCC1
"N,N-dipropylaniline",323,30.01,CCCN(CCC)C1=CC=CC=C1
3-chloro-3-methylnonane,298,26.36,CCCCCCC(C)(CC)Cl
4-chloro-4-ethylheptane,318,23.91,CCCC(CC)(CCC)Cl
perfluorocyclopentane,288,11.58,C1(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F
propyl disulfide,353,24.54,CCCSSCCC
5-ethyl-5-decanol,328,23.94,CCCCCC(CC)(CCCC)O
Propyl Sulfate,373,24.67,CCCOS(=O)(=O)[O-]
"glycerol 1,2-diacetate 3-oleate",353,18.69,CC(=O)OCC(COC(C)=O)COC(=O)CCCCCCCCCCCCC(C)C
1-butane sulfonyl chloride,303,34.4,CCCCS(=O)(=O)Cl
(2-iodoethyl)-benzene,303,39.64,C1=CC=C(C=C1)CCI
4-chloro-4-methylnonane,328,23.72,CCCCCC(C)(CCC)Cl
butyl 3-methoxypropionate,333,24.67,CCCCOC(=O)CCOC
2-heptyl-pyridine,313,29.14,CCCCCCCC1=CC=CC=N1
Myricyl alcohol,363,26.39,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
di(2-ethylhexyl)adipate,293,30.2,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
5-dodecanol,333,24.17,CCCCCCCC(CCCC)O
4-methyl-4-heptanol,318,22.73,CCCC(C)(CCC)O
4-methylcyclohexanol,323,25.62,CC1CCC(CC1)O
isopropyl nicotinate,313,31.61,CC(C)OC(=O)C1=CN=CC=C1
methyl undecenoate,313,28.07,COC(=O)CCCCCCCCC=C
"2,4-hexanedione",333,26.32,CCC(=O)CC(=O)C
2-heptylthiophene,313,28.54,CCCCCCCC1=CC=CS1
2-methyl-1-nitropropane,283,29.42,CC(C)C[N+](=O)[O-]
dimethyl malonate,323,33.68,COC(=O)CC(=O)OC
2-hexanol,368,18.18,CCCCC(C)O
1-phenyl-2-butanone,343,31.3,CCC(=O)CC1=CC=CC=C1
ethyl 3-butynoate,288,31,CCOC(=O)CC#C
ethyl crotonate,333,22.91,CCOC(=O)C=CC
phenyl propyl sulfide,303,34.32,CCCSC1=CC=CC=C1
allylbenzene,293,30.37,C=CCC1=CC=CC=C1
p-dichlorobenzene,323,30.26,C1=CC(=CC=C1Cl)Cl
trichloroacetic acid,473,17.5,C(=O)(C(Cl)(Cl)Cl)O
1-fluoropentane,293,20.1,CCCCCF
levo-4-Phenyl-2-butanol,313,33.85,CC(CCC1=CC=CC=C1)O
Toluene,283,29.72,CC1=CC=CC=C1
propyl trichloroacetate,293,30.43,CCCOC(=O)C(Cl)(Cl)Cl
"2-propyn-1-ol, hexanoate",333,25.53,CCCCCC(=O)OCC#C
isopropylamine,303,16.99,CC(C)N
dibutyl suberate,343,27.97,CCCCOC(=O)CCCCCCC(=O)OCCCC
pentyl orthophosphate,293,26.87,O=P(OCCCCC)(OCCCCC)OCCCCCÊ
2-butanone ketazine,323,23.67,CCC(=NN=C(C)CC)C
hexyl acetate,373,18.74,CCCCCCOC(=O)C
thionyl bromide,293,44.78,O=S(Br)Br
4-dodecanol,303,26.94,CCCCCCCCC(CCC)O
butyl phenyl sulfide,343,29.62,CCCCSC1=CC=CC=C1
p-xylene,373,19.95,CC1=CC=C(C=C1)C
"4,4'-azoxydiphenetole ",441.3,28.8,CCOC1=CC=C(C=C1)N=[N+](C2=CC=C(C=C2)OCC)[O-]
2-heptanone,303,25.59,CCCCCC(=O)C
ethyl citraconate,313,30.13,C/C(=C\C(=O)OCC)/C(=O)OCC
dipropoxymethane,323,20.4,CCCOCOCCC
p-chloroaniline,373,37.7,C1=CC(=CC=C1N)Cl
propyl 3-hexyloxypropionate,358,22.34,CCCCCCOCCC(=O)OCCC
1-iodohexane,353,24.87,CCCCCCI
methyl 3-pyridil ketone,358,36.86,CC(=O)C1=CN=CC=C1
propyl isovalerate,343,19.77,CCCOC(=O)CC(C)C
4-phenyl-3-buten-2-one,473,24.87,CC(=O)C=CC1=CC=CC=C1
1-bromopropane,323,21.48,CCCBr
tert-butylamine,288,17.38,CC(C)(C)N
"1,2-dibromopropane",313,32.19,CC(CBr)Br
Ethyl Acetate,293,23.97,CCOC(=O)C
2-bromobutane,303,21.16,CCC(C)Br
nicotinaldehyde,333,41.49,C1=CC(=CN=C1)C=O
nicotine,303,37.74,CN1CCCC1C2=CN=CC=C2
"1,1,2,2-tetrachloroethane",368,26.7,C(C(Cl)Cl)(Cl)Cl
4-ethyl-3-methylhexane,333,19.53,CCC(C)C(CC)CC
"glycerol 1,2-diacetate 3-oleate",403,16.02,CC(=O)OCC(COC(C)=O)COC(=O)CCCCCCCCCCCCC(C)C
isopropyl phenyl sulfide,353,27.15,CC(C)SC1=CC=CC=C1
propyl phenylpropiolate,333,33.01,CCCOC(=O)C#CC1=CC=CC=C1
butylcyclopentane,333,22.03,CCCCC1CCCC1
3-methoxyazobenzene,353,37.84,COC1=CC=C(C=C1)N=NC2=CC=CC=C2Ê[
trifluoroacetic acid,303,13.11,C(=O)(C(F)(F)F)O
hexyl sulfide,323,25.89,CCCCCCSCCCCCC
"5,6,7,8-tetrahydro-1-naphthol",413,31.68,C1CCC2=C(C1)C=CC=C2O
"2,2',2''-nitrilotriethanol",318,45.6,C(CO)N(CCO)CCO
pentyl cyclopropane,293,29.12,CCCCCC1CC1
1-hexane sulfonyl chloride,308,29.8,CCCCCCS(=O)(=O)Cl
"ethyl 3-methyl-1,1-cyclohexanediacetate",298,31.26,CC(=O)OCC1(CCCCC1)CC(=O)OCC
4-methylcyclohexanone,278,32.36,CC1CCC(=O)CC1
1-nonene,343,18.33,CCCCCCCC=C
propyl thiocyanate,313,30.66,CCCSC#N
pentylbenzene,343,24.79,CCCCCC1=CC=CC=C1
3-(pentylamino)-propionitrile,333,26.48,CCCCCNC(C)C#N
3-ethyl-2methylhexane,333,19.09,CCCC(CC)C(C)C
propyl 3-ethoxypropionate,313,25.38,CCCOC(=O)CCOCC
2-chloro-2-methylheptane,273,26.86,CCCCCC(C)(C)Cl
"2,6-dimethylheptane",303,20.11,CC(C)CCCC(C)C
3-ethylheptane,323,20.01,CCCCC(CC)CC
2-phenylacetamide,433,33.65,C1=CC=C(C=C1)CC(=O)N
Methyl Myristate,303,28.6,CCCCCCCCCCCCCC(=O)OC
isobutylcyclohexane,333,21.98,CC(C)CC1CCCCC1
"methyl 2-methyl-1,1-cyclohexanediacetate",333,31.75,CC1CCCCC1(CC(=O)O)CC(=O)OC
allyl succinate,303,32.65,C=CCOC(=O)CCC(=O)OCC=C
carbon tetrachloride,288,27.65,C(Cl)(Cl)(Cl)Cl
4-pentyl-pyridine,293,32.41,CCCCCC1=CC=NC=C1
iodobenzene,313,37.03,C1=CC=C(C=C1)I
1-bromopentane,373,19.62,CCCCCBr
2-nitroresorcinol,393,36.26,C1=CC(=C(C(=C1)O)[N+](=O)[O-])O
naphthalene,473,20.7,C1=CC=C2C=CC=CC2=C1
p-dibromobenzene,363,32.78,C1=CC(=CC=C1Br)Br
ethyl 2-naphthaleneacetate,293,40.67,CCOC(=O)CC1=CC2=CC=CC=C2C=C1
methyl carbamate,343,37.16,COC(=O)N
p-cresol,443,22.83,CC1=CC=C(C=C1)O
2-bromopropane,293,23.84,CC(C)Br
trichloronitromethane,373,21.73,C([N+](=O)[O-])(Cl)(Cl)Cl
"N,N-dibutylaniline",343,27.62,CCCCN(CCCC)C1=CC=CC=C1
butyl fumarate,333,27.14,CCCCOC(=O)C=CC(=O)OCCCC
decylcyclohexane,323,27.2,CCCCCCCCCCC1CCCCC1
diethyl O-nonanoyl-l-malate,353,25.02,CCCCCCCCCC(=O)OC(C(=O)OCC)C(O)C(=O)OCC
pentyl cyclobutane,313,27.42,CCCCCC1CCC1
1-chlorodecane,353,24.47,CCCCCCCCCCCl
benzoyl chloride,323,35.92,C1=CC=C(C=C1)C(=O)Cl
tributylamine,343,20.65,CCCCN(CCCC)CCCC
triethyl orthophosphate,323,27.17,CCOP(=O)(OCC)OCC
3-methyl-3-octanol,318,24.18,CCCCCC(C)(CC)O
"methyl trans-hexahydro-2,2-indandiacetate",318,33.39,CC12CCCCC1CC(C(=O)OC)C2C(=O)O
butyl phenylacetate,333,29.43,CCCCOC(=O)CC1=CC=CC=C1
methyl crotonate,353,21.52,CC=CC(=O)OC
dibutyl suberate,313,29.88,CCCCOC(=O)CCCCCCC(=O)OCCCC
ethyl nicotinate,333,33.32,CCOC(=O)C1=CN=CC=C1
3-(dipropylamino)-propionitrile,288,29.41,CCCN(CCC)CCC#N
diisopropylamine,293,19.68,CC(C)NC(C)C
bromoform,368,35.71,C(Br)(Br)Br
"1,2-dimethylnaphthalene",358,32.81,CC1=C(C2=CC=CC=C2C=C1)C
dipropyl succinate,283,31.61,CCCOC(=O)CCC(=O)OCCC
3-hexanol,308,23.19,CCCC(CC)O
methyl thiocyanate,333,32.83,CSC#N
propyl disulfide,313,28.53,CCCSSCCC
trans-hexahydro-2-methyleneindan,303,27.93,C=C1CC2CCCC2C1
methyl dodecanoate,323,26.91,CCCCCCCCCCCC(=O)OC
dipentyl succinate,343,26.26,CCCCCOC(=O)CCC(=O)OCCCCC
3-hexanone,313,24.85,CCCC(=O)CC
linalool,303,25.81,CC(=CCCC(C)(C=C)O)C
1-methyl-3-methylenecyclohexane,313,22.75,C=C1CCCC(C)C1
3-methylcyclopentanone,373,21.97,CC1CCC(=O)C1
ethane,153,21.16,CC
butyric acid,353,20.99,CCCC(=O)O
trans-decahydronaphthalene,263,32.95,C1CCC2CCCCC2C1
phenylhydrazine,363,36.51,C1=CC=C(C=C1)NN
Methyl picolinate,333,39.15,COC(=O)C1=CC=CC=N1
butyl thiocyanate,323,29.12,CCCCSC#N
isovaleraldehyde,323,20.65,CC(C)CC=O
diisopropyl acetylenedicarboxylate,353,25.11,CC(C)OC(=O)C#CC(=O)OC(C)C
bromoform,288,46.18,C(Br)(Br)Br
1-dodecene,298,25.15,CCCCCCCCCCC=C
alpha-ionone,303,31.25,CC1=CCCC(C1C=CC(=O)C)(C)C
"2-Butyne-1,4-diol, diheptanoate",333,28.34,CCCCCCC(=O)OCC#CCOC(=O)CCCCCC
alpha-campholanic acid,413,22.76,CC1CCC(C1(C)C)CC(=O)O
diethoxymethane,313,18.71,CCOCOCC
